BONUS_THEREMIN,BUILDING_THEREMIN_FACTORY,Dieselpunk,TECH_ELECTRONICS,75,10744
BONUS_MACHU_PICCHU_PLANS,BUILDING_MACHU_PICCHU,Andean,TECH_MOUNTAINEERING,48,1820
BONUS_ANTIQUITIES_GRAVE_GOODS_EARTH,BUILDING_BURIAL_GOODS_EARTH,Antiquities (broken),TECH_CEREMONIAL_BURIAL,10,20
BONUS_HIT_ANIMATED_MOVIE,BUILDING_MOVIE_AUYANTEPUI,Natural_Wonders,TECH_ANIMATION,70,7718
BONUS_ANTIQUITIES_GRAVE_GOODS_FIRE,BUILDING_BURIAL_GOODS_FIRE,Antiquities (broken),TECH_CEREMONIAL_BURIAL,10,20
BONUS_ANTIQUITIES_GRAVE_GOODS_CAVE,BUILDING_BURIAL_GOODS_CAVE,Antiquities (broken),TECH_CEREMONIAL_BURIAL,10,20
BONUS_ANTIQUITIES_GRAVE_GOODS_SKY,BUILDING_BURIAL_GOODS_SKY,Antiquities (broken),TECH_CEREMONIAL_BURIAL,10,20
BONUS_CARVED_EMU_EGGS,BUILDING_EMU_EGG,Buildings,TECH_PICTOGRAPHS,12,26
BONUS_CRYSTAL_GLASSWARE,BUILDING_MURANO_GLASSMAKERS,Buildings,TECH_LEAD_GLASS,53,2701
BONUS_FAKE_GEMS,BUILDING_HARAPPAN_FAKE_GEMS,Buildings,TECH_ORNAMENTATION,27,213
BONUS_FINE_STONEWARE,BUILDING_STONEWARE,Buildings,TECH_BARTER,11,23
BONUS_HAWAIIAN_SURFBOARDS,BUILDING_SURFBOARD,Buildings,TECH_MARTIAL_ARTS,46,1563
BONUS_OSTRICH_FEATHERS,BUILDING_SYNTHETIC_MEAT_BIOREACTOR,Pepper2000,TECH_REPLACEMENT_ORGANS,97,28189
BONUS_HIT_MOVIES,BUILDING_HOLLYWOOD,Buildings,TECH_MOTION_PICTURES,69,7356
BONUS_LIANGZHU_JADES,BUILDING_LIANGZHU_JADE_CARVER,Buildings,TECH_BARTER,11,23
BONUS_OSTRICH_FEATHERS,BUILDING_OSTRICH_FARM,Buildings,TECH_POULTRY_DOMESTICATION,16,45
BONUS_OLMEC_JADE_FIGURINES,BUILDING_OLMEC_JADE_CARVER,Buildings,TECH_BARTER,11,23
BONUS_HIT_MUSICALS,BUILDING_BROADWAY,Buildings,TECH_INCANDESCENT_LIGHTING,68,7008
BONUS_MING_VASE,BUILDING_MING_VASE_WORKSHOP,Buildings,TECH_FREE_ARTISTRY,52,2528
BONUS_HIT_SINGLES,BUILDING_ROCKNROLL,Buildings,TECH_ELECTRONICS,75,10744
BONUS_JADE_DEATH_MASKS,BUILDING_JADE_MASK,Buildings,TECH_PERSONAL_ADORNMENTS,9,17
BONUS_OSTRICH_LEATHER,BUILDING_SYNTHETIC_MEAT_BIOREACTOR,Pepper2000,TECH_REPLACEMENT_ORGANS,97,28189
BONUS_SHANG_JADE_RITUAL_ITEMS,BUILDING_SHANG_JADE_CARVER,Buildings,TECH_SACRIFICE_CULT,23,126
BONUS_OSTRICH_LEATHER,BUILDING_OSTRICH_FARM,Buildings,TECH_POULTRY_DOMESTICATION,16,45
BONUS_RED_AND_BLACK_CERAMICS,BUILDING_RED_AND_BLACK,Buildings,TECH_GLASS_BLOWING,31,348
BONUS_WINE_VINTAGE_RED,BUILDING_VINTAGE_RED_WINERY,Buildings,TECH_ALCHEMY,44,1334
BONUS_WINE_CHAMPAGNE,BUILDING_CHAMPAGNE_WINERY,Buildings,TECH_ALCHEMY,44,1334
BONUS_TERRA_SIGILLATA,BUILDING_TERRA_SIGILLATA_WORKSHOP,Buildings,TECH_IRON_WORKING,33,448
BONUS_WINE_VINTAGE_WHITE,BUILDING_VINTAGE_WHITE_WINERY,Buildings,TECH_ALCHEMY,44,1334
BONUS_AIRCRAFT,BUILDING_MILITARY_INDUSTRIAL_COMPLEX,Pepper2000,TECH_MILITARY_ROBOTICS,97,28189
BONUS_AIRCRAFT,BUILDING_WILLOWRUN,Buildings,TECH_AVIATION,74,10309
BONUS_AIRCRAFT,BUILDING_AIRCRAFT_FACTORY,Buildings,TECH_FLIGHT,72,9484
BONUS_ALCOHOL,BUILDING_FOOD_MANUFACTURING_DISTRICT,Pepper2000,TECH_AUGMENTED_CONSUMABLES,102,38858
BONUS_ALCOHOL,BUILDING_DISTILLERY,Buildings,TECH_ALCHEMY,44,1334
BONUS_ALCOHOL,BUILDING_CIDERHOUSE,Buildings,TECH_FERMENTATION,24,144
BONUS_ALCOHOL,BUILDING_BREWERY,Buildings,TECH_FERMENTATION,24,144
BONUS_ALCOHOL,BUILDING_WINERY,Buildings,TECH_FERMENTATION,24,144
BONUS_ALGAE,BUILDING_LUNAR_ALGAE_FARM,Pepper2000,TECH_LUNAR_COLONIZATION,101,37614
BONUS_ALGAE,BUILDING_FARMSCRAPER_I,Pepper2000,undefined,null,null
BONUS_ALGAE,BUILDING_MARS_SEA,Pepper2000,TECH_ASTROECOLOGY,124,126324
BONUS_ALGAE,BUILDING_ALGAE_FARM,Buildings,TECH_AQUACULTURE,87,19916
BONUS_AMMUNITION,BUILDING_MILITARY_INDUSTRIAL_COMPLEX,Pepper2000,TECH_MILITARY_ROBOTICS,97,28189
BONUS_AMMUNITION,BUILDING_WEAPON_FACTORY,Buildings,TECH_EXPLOSIVES,56,3274
BONUS_AMMUNITION,BUILDING_MUNITIONS_FACTORY,Buildings,TECH_ARTILLERY,69,7356
BONUS_ALUMINUM_INGOTS,BUILDING_METAL_MEGACOMPLEX,Pepper2000,TECH_NANOMINING,115,72474
BONUS_ALUMINUM_INGOTS,BUILDING_ALUMINIUM_RECLAMATION_PLANT,Buildings,TECH_RECYCLING,82,14287
BONUS_ALUMINUM_INGOTS,BUILDING_NATIONAL_SMELTER_ALUMINUM,Buildings,TECH_INDUSTRIALISM,72,9484
BONUS_ALUMINUM_INGOTS,BUILDING_ALUMINUM_FACTORY,Buildings,TECH_INDUSTRIALISM,72,9484
BONUS_ANTI_GRAVITY_FIELD_GENERATORS,BUILDING_ANTI_GRAVITY_FIELD_GENERATOR_FACTORY,Buildings,TECH_ANTI_GRAVITY_FIELDS,114,70029
BONUS_ANDROIDS,BUILDING_ANDROID_FACTORY,Buildings,TECH_ANDROIDS,107,46107
BONUS_ANDROIDS,BUILDING_LUNAR_DROID_FACTORY,Pepper2000,TECH_PLASTIC_ELECTRONICS,103,40165
BONUS_ANTIMATTER,BUILDING_KLEIN_BOTTLE_UNIVERSE,Pepper2000,TECH_MANIFOLD_COLONIZATION,156,621429
BONUS_ANTIMATTER,BUILDING_CISLUNAR_ANTIMATTER,Pepper2000,TECH_WEAPONIZED_ANTIMATTER,133,172549
BONUS_ANTIMATTER,BUILDING_PAIR_PRODUCTION_PLANT,Pepper2000,TECH_ANTIMATTER_ROCKETS,132,166029
BONUS_ANTIMATTER,BUILDING_MERCURY_ANTIMATTER,Pepper2000,TECH_ACNP_PROPULSION,131,159944
BONUS_ANTIMATTER,BUILDING_ANTIMATTER_IMPORTER,Pepper2000,TECH_ACNP_PROPULSION,131,159944
BONUS_LEVITATION_GENERATORS,BUILDING_ANTI_GRAVITY_FIELD_GENERATOR_FACTORY,Buildings,TECH_ANTI_GRAVITY_FIELDS,114,70029
BONUS_LEVITATION_GENERATORS,BUILDING_ANTIGRAV_GENERATOR_FACTORY,Buildings,TECH_LEVITATION,108,47795
BONUS_AUTOMOBILES,BUILDING_SELF_ASSEMBLY_FACTORY,Pepper2000,TECH_SYNERGETICS,113,67710
BONUS_AUTOMOBILES,BUILDING_AUTOMOBILE_FACTORY,Buildings,TECH_MOTORIZED_TRANSPORTATION,69,7356
BONUS_AUTOMOBILES,BUILDING_RIVERROUGE,Buildings,TECH_MOTORIZED_TRANSPORTATION,69,7356
BONUS_BAMBOO,BUILDING_AGROFOREST,Pepper2000,undefined,null,null
BONUS_BAMBOO,BUILDING_BAMBOO_GROVE,Buildings,TECH_WEAVING,3,5
BONUS_BARK,BUILDING_AGROFOREST,Pepper2000,undefined,null,null
BONUS_BARK,BUILDING_GATHERER_BARK,Buildings,TECH_BARK_WORKING,7,13
BONUS_BARRELS,BUILDING_MANUFACTURING_DISTRICT,Pepper2000,TECH_RAPID_PROTOTYPING,93,24485
BONUS_BARRELS,BUILDING_BARREL_FACTORY,Buildings,TECH_ASSEMBLY_LINE,65,6042
BONUS_BARRELS,BUILDING_COOPER,Buildings,TECH_FERMENTATION,24,144
BONUS_BASKETS,BUILDING_MANUFACTURING_DISTRICT,Pepper2000,TECH_RAPID_PROTOTYPING,93,24485
BONUS_BASKETS,BUILDING_BASKETY_WORKSHOP,Buildings,TECH_GUILDS,45,1445
BONUS_BASKETS,BUILDING_BASKETY_FACTORY,Buildings,TECH_ASSEMBLY_LINE,65,6042
